,barangay,district,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude
572,Sauyo,6,"marian school of quezon city,inc.","199, sauyo road novaliches, sauyo, quezon city, ncr, 1116","199, sauyo road novaliches, sauyo, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,#N/A,#N/A
573,Sauyo,6,mary & child academy of sauyo inc.,"10, old cabuyao st., sauyo, quezon city, ncr, 1116","10, old cabuyao Street, sauyo, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.6938274,121.0426933
574,Sauyo,6,MASARNA,"201 Mabuhay Compd., Sauyo Rd.","201 Mabuhay Compd., Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
575,Sauyo,6,Sitio Cabuyao I,"Area 5a, Sauyo Road","Area 5a, Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
576,Sauyo,6,Baluyot,5 Baluyot I,"5 Baluyot I, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7002214,121.0500803
577,Sauyo,6,135-99 (Alma Nova),135-99 Sauyo Rd.,"135-99 Sauyo Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
578,Sauyo,6,Lower Gulod,"135 Lower Gulod, Brgy. Sauyo","135 Lower Gulod, Barangay Sauyo, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
579,Sikatuna Village,4,travel aide and physical therapy services,"60, mahiyain st., sikatuna village, quezon city, ncr, 1101","60, mahiyain Street, sikatuna village, quezon city, ncr, 1101, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.64077178,121.0601117
580,Silangan,3,Silangan,"193 Ermin Garcia St., Cubao, Brgy. Silangan","193 Ermin Garcia Street, Cubao, Barangay Silangan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6289644,121.0562046
581,Socorro,3,thriving minds learning center,"g-06-a, regalia park towers, 150 p. tuazon ave., cubao, socorro, quezon city, ncr, 1109","g-06-a, regalia park towers, 150 p. tuazon Avenue, cubao, socorro, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.615977,121.053503
582,Socorro,3,Socorro,"139 15th Avenue, Brgy. Socorro","139 15th Avenue, Barangay Socorro, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.62166498,121.058609
583,Socorro,3,Socorro,"#1 15th ave. cor. Boni Serrano Rd., Brgy. Socorro","#1 15th Avenue corner Boni Serrano Road, Barangay Socorro, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.61270892,121.062744
584,Socorro,3,buela physical therapy clinic corporation,"5r 6r 7r 8r g/f, manhattan parkway, aurora boulevard, socorro, quezon city, ncr, 1109","5r 6r 7r 8r g/f, manhattan parkway, aurora boulevard, socorro, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,#N/A,#N/A
585,South Triangle,4,sanshaiwellnessspa massage service,"unit 107, unit bayo condotel, no.6 scout bayoran st. corner scout tuazon st., south triangle, quezon city, ncr, 1103","unit 107, unit bayo condotel, 6 scout bayoran Street corner scout tuazon Street, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,9:00PM,14.63829828,121.0339461
586,South Triangle,4,paref pre-school inc,"142 g/f, m place mall, 116 panay avenue, south triangle, quezon city, ncr, 1103","142 g/f, m place mall, 116 panay avenue, south triangle, quezon city, ncr, 1103, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",12:00AM,12:00AM,14.63966411,121.0325856
587,South Triangle,4,higher mind clinical institute incorporated,"unit 309a, south insula, timog ave, south triangle, quezon city, ncr, 1103","unit 309a, south insula, timog ave, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6348066,121.0362022
588,South Triangle,4,octarine physical therapy clinic,"37, scout borromeo , south triangle, quezon city, ncr, 1103","37, scout borromeo , south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.63720217,121.0341182
589,South Triangle,4,traumatology institute and psychological services,"unit a-c and f-g 11th floor, triumph square building, 1618 quezon avenue, south triangle, quezon city, ncr, 1103","unit a-c and f-g 11th floor, triumph square building, 1618 quezon avenue, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:30AM,5:00PM,14.64061472,121.0319211
590,South Triangle,4,neuro psychological testing center,"03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103","03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00PM,8:00PM,14.6342487,121.0388704
591,South Triangle,4,physio rehability services corporation,"unit s-08 , il terrazzo, tomas morato cor. scout madriñan, south triangle, quezon city, ncr, 1103","unit s-08 , il terrazzo, tomas morato corner scout madriñan, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.63587608,121.0355996
592,South Triangle,4,cgnh nursing care facility services,"17 d, scout bayoran, south triangle, quezon city, ncr, 1103","17 d, scout bayoran, south triangle, quezon city, ncr, 1103, Philippines",Older persons care,#N/A,Nursing care center,"QC Future Ready dashboard, Older persons care",8:00AM,5:00PM,14.63783371,121.0360922
593,South Triangle,4,walcher health and wellness corporation,"2nd flr. , unit 2h pos bldg., 305 tomas morato ave. , south triangle, quezon city, ncr, 1109","2nd Floor , unit 2h pos Building, 305 tomas morato Avenue , south triangle, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.63573799,121.03526
594,South Triangle,4,physioworks physical therapy clinic,"il terrazzo, s- 08 sct. madrinan , south triangle, quezon city, ncr, 1103","il terrazzo, s- 08 sct. madrinan , south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,9:00PM,14.63661981,121.0316314
595,South Triangle,4,South Triangle,Brgy. South Triangle Barangay Hall Sct. Bayoran St.,"Barangay South Triangle Barangay Hall Sct. Bayoran Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.637723,121.037372
596,South Triangle,4,realign physiotherapy services,"7f, victoria sports tower station ii, edsa, south triangle, quezon city, ncr, 1103","7f, victoria sports tower station ii, edsa, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,9:00PM,14.63475,121.04308
597,South Triangle,4,little stars therapy center,"commercial unit 1 and 2, future point plaza , panay ave, south triangle, quezon city, ncr, 1103","commercial unit 1 and 2, future point plaza , panay ave, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.63916,121.03209
598,South Triangle,4,neuro psychological testing center,"03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103","03f-vir.24 , symphony tower 2, sgt. esguerra avenue, south triangle, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00PM,8:00PM,14.6342487,121.0388704
599,Sta. Cruz,1,Sta. Cruz,"2nd Flr. Multi-purpose Hall
23D Gen. Lim St.","2nd Floor Multi-purpose Hall
23D Gen. Lim Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.63516908,121.0215145
600,Sta. Lucia,5,Sta. Lucia Super Health Center,"Sta. Lucia Ave., Brgy. Sta. Lucia","Sta. Lucia Avenue, Barangay Sta. Lucia, Quezon City, Philippines",Health centers,#N/A,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.70728212,121.0534239
601,Sta. Lucia,5,Bonifacio,"2/F BPSO Building, Brgy. Hall Compound, A. Bonifacio St. Brgy. Sta. Lucia Ave.","2/F BPSO Building, Barangay Hall Compound, A. Bonifacio Street Barangay Sta. Lucia Avenue, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
602,Sta. Lucia,5,Sitio 6,"Lot 18 Blk 52, Abad Santos St, Sitio 6, Brgy. Sta Lucia","Lot 18 Blk 52, Abad Santos St, Sitio 6, Barangay Sta Lucia, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.70952329,121.0504179
603,Sta. Lucia,5,Balagtas,25 Balagtas St. cor. M. Aquino St. Brgy. Sta. Lucia,"25 Balagtas Street corner M. Aquino Street Barangay Sta. Lucia, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.70634588,121.0499308
604,Sta. Lucia,5,st. alexis community school of q.c. inc,"27, diego silang st., sta. lucia, quezon city, ncr, 1117","27, diego silang Street, sta. lucia, quezon city, ncr, 1117, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.7034711,121.049255
605,Sta. Lucia,5,Tarhaville,"Blk 13 Lapu-lapu, Tarhaville Village, Brgy. Sta Lucia","Blk 13 Lapu-lapu, Tarhaville Village, Barangay Sta Lucia, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.70819835,121.0475115
606,Sta. Lucia,5,Sta. Lucia Super Health Centers,"Sta. Lucia Avenue, Brgy. Sta. Lucia","Sta. Lucia Avenue, Barangay Sta. Lucia, Quezon City, Philippines",Health centers,#N/A,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.70728212,121.0534239
607,Sta. Lucia,5,Sta. Lucia Super,"Sta. Lucia Ave., Brgy. Sta. Lucia","Sta. Lucia Avenue, Barangay Sta. Lucia, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.70728212,121.0534239
608,Sta. Lucia,5,Sta. Lucia Lying-In Clinic,"Sta. Lucia Ave., Brgy. Sta Lucia","Sta. Lucia Avenue, Barangay Sta Lucia, Quezon City, Philippines",Health centers,#N/A,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.70728212,121.0534239
609,Sta. Lucia,5,Plainville,"St. Joseph St., Plainville Subdivision","Street Joseph Street, Plainville Subdivision, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
610,Sta. Monica,5,Palmera,"Multi-purpose Hall Mangga St. Phase I-A Palmera Homes, Brgy. Sta Monica","Multi-purpose Hall Mangga Street Phase I-A Palmera Homes, Barangay Sta Monica, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7136546,121.0498761
611,Sta. Monica,5,Aguardiente,"1st floor Barangay Sta Monica Daycare Center Building, Pugong Ginto St., Aguardiente, Brgy. Sta Monica","1st floor Barangay Sta Monica Daycare Center Building, Pugong Ginto Street, Aguardiente, Barangay Sta Monica, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71533924,121.0462435
612,Sta. Monica,5,tlc sped & therapy center,"1015 , unit d, salvador avenue, jordan plaines subdivision, sta. monica, quezon city, ncr, 1117","1015 , unit d, salvador avenue, jordan plaines subdivision, sta. monica, quezon city, ncr, 1117, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.7250452,121.0481402
613,Sta. Monica,5,Sta. Monica,"Barangay Hall Compd., Moises St., Jordan Plains Subd., Brgy. Sta Monica","Barangay Hall Compd., Moises Street, Jordan Plains Subdivision, Barangay Sta Monica, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7140514,121.0492105
614,Sta. Teresita,1,young abality therapy center,"ground floor mezzanine area ( bare type), mega one bldg, espana blvd. corner mayon st., sta. teresita, quezon city, ncr, 1114","ground floor mezzanine area ( bare type), mega one bldg, espana Boulevard corner mayon Street, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.61800201,121.0016562
615,Sta. Teresita,1,bofill psychological services inc.,"sf01 one mayon place, mayon st., sta. teresita, quezon city, ncr, 1114","sf01 one mayon place, mayon Street, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,#N/A,#N/A
616,Sta. Teresita,1,Sta. Teresita,Mayon cor. Dapitan St. Barangay Hall Compd.,"Mayon corner Dapitan Street Barangay Hall Compd., Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.62197138,120.9996989
617,Sta. Teresita,1,fitness physical therapy corporation,"unit g 2/f 135, albealand corporation, mayon, sta. mesa heights, sta. teresita, quezon city, ncr, 1114","unit g 2/f 135, albealand corporation, mayon, sta. mesa heights, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6205,120.999
618,Sta. Teresita,1,playproject learning center,"ktc phase 2 retail 5 , kanlaon town center, 8 kanlaon street, sta. teresita, quezon city, ncr, 1114","ktc phase 2 retail 5 , kanlaon town center, 8 kanlaon street, sta. teresita, quezon city, ncr, 1114, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.6205,120.999
619,Sta. Teresita,1,bridges - child dev't programme therapy center,"unit i j m 2nd & 3rd flr., 135, mayon st, sta. teresita, quezon city, ncr, 1114","unit i j m 2nd & 3rd Floor, 135, mayon st, sta. teresita, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,#N/A,#N/A
620,Sta. Teresita,1,Mercedes de Joya,"Dapitan cor. Mayon St., Brgy. Sta. Teresita","Dapitan corner Mayon Street, Barangay Sta. Teresita, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.62197138,120.9996989
621,Sto. Cristo,1,posturecare chiropractic solutions corporation,"cc304 3/f, sm city north edsa, north avenue corner edsa avenue, sto. cristo, quezon city, ncr, 1105","cc304 3/f, sm city north edsa, north avenue corner edsa avenue, sto. cristo, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,9:00PM,14.6558256,121.0294998
622,Sto. Cristo,1,Bahay Bulilit,4 Misamis Ext. RSCC Compound,"4 Misamis Extension RSCC Compound, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6581124,121.029042
623,Sto. Cristo,1,visionaries massage & accutherapy center inc.,"511, northlink, sm city north edsa, sto. cristo, quezon city, ncr, 1105","511, northlink, sm city north edsa, sto. cristo, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,10:00PM,14.656541,121.0302921
624,Sto. Cristo,1,Sto. Cristo,5 Romblon St.,"5 Romblon Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.66261402,121.02903
625,Sto. Domingo (Matalahib),1,asn physical therapy and wellness center  (opc),"4, sto domingo bldg. , santo domingo ave., sto. domingo, quezon city, ncr, 1114","4, sto domingo Building , santo domingo Avenue, sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.63030653,121.0081155
626,Sto. Domingo (Matalahib),1,Sto. Domingo,14 Maria Clara St.,"14 Maria Clara Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
627,Sto. Domingo (Matalahib),1,physiofirst health care clinic,"unit 204 2nd flr, jovita bldg, 426 banawe , cor tirad pass st., sta. mesa heights, sto. domingo, quezon city, ncr, 1114","unit 204 2nd flr, jovita bldg, 426 banawe , corner tirad pass Street, sta. mesa heights, sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00PM,5:00PM,#N/A,#N/A
628,Sto. Domingo (Matalahib),1,l.a.r.o. therapy center,"unit 4 , sto. domingo bldg. , #4 sto. domingo st. , sto. domingo, quezon city, ncr, 1114","unit 4 , sto. domingo Building , #4 sto. domingo Street , sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.62692002,121.01099
629,Sto. Domingo (Matalahib),1,asn physical therapy and wellness center  (opc),"4, sto domingo bldg. , santo domingo ave., sto. domingo, quezon city, ncr, 1114","4, sto domingo Building , santo domingo Avenue, sto. domingo, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.63030653,121.0081155
630,Sto. Niño,4,Sto. Niño,Inocando St. Corner Santol St. Brgy. Sto. Niño,"Inocando Street Corner Santol Street Barangay Sto. Niño, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6129509,121.012594
631,Tagumpay,3,Tagumpay,"2B P. Tuazon Blvd., Brgy. Tagumpay","2B P. Tuazon Boulevard, Barangay Tagumpay, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6215976,121.0640723
632,Tagumpay,3,gprime physiotherapy services,"2f, metrolane complex, , p. tuazon cor. 20th ave., tagumpay, quezon city, ncr, 1109","2f, metrolane complex, p. tuazon corner 20th Avenue, tagumpay, quezon city, ncr, 1109, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,#N/A,#N/A
633,Talayan,1,"pace academy talayan, inc.","126, talayan st., talayan, quezon city, ncr, 1104","126, talayan Street, talayan, quezon city, ncr, 1104, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,14.63531707,121.011433
634,Talayan,1,Talayan Calamba,199 Calamba ext. Talayan Village,"199 Calamba Extension Talayan Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.63400735,121.0112701
635,Talipapa,6,Campo 2,"Campo 2, Tandang Sora","Campo 2, Tandang Sora, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
636,Talipapa,6,Tandang Sora,"506 Quirino Highway, Talipapa People Civic Center, Brgy. Talipapa","506 Quirino Highway, Talipapa People Civic Center, Barangay Talipapa, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.68626553,121.0241216
637,Talipapa,6,Talipapa,Siklot St. Pleasantville Subd.,"Siklot Street Pleasantville Subdivision, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68735409,121.0271243
638,Talipapa,6,eonsegen corp.,"unit d211 3rd floor,  q square lifestyle center, 375 quirino highway, talipapa, quezon city, ncr, 1116","unit d211 3rd floor, q square lifestyle center, 375 quirino highway, talipapa, quezon city, ncr, 1116, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,3:00AM,14.680623,121.019119
639,Talipapa,6,CANO,Blk 5 Lot 1 Sto. Niño Village,"Blk 5 Lot 1 Sto. Niño Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
640,Talipapa,6,La Trinidad,La Trinidad Village Whole Court,"La Trinidad Village Whole Court, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
641,Talipapa,6,inner core psychiatric clinic,"441, quirino hi-way , talipapa, quezon city, ncr, 1116","441, quirino hi-way , talipapa, quezon city, ncr, 1116, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.68626553,121.0241216
642,Talipapa,6,Gloria V,"Candido St. cor. Sampaguita, Gloria V Subd.","Candido Street corner Sampaguita, Gloria V Subdivision, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68421275,121.0303113
643,Talipapa,6,Del Nacia,Dal Nacia 3 Subd.,"Dal Nacia 3 Subdivision, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
644,Tandang Sora,6,dr. carlos s. lanting college inc.,"21, tandang sora ave, talipapa, quezon city, ncr, 1116","21, tandang sora ave, talipapa, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,8:00PM,#N/A,#N/A
645,Tandang Sora,6,nextgen learning center,"712c, peace valley tandang sora, matandang balara, quezon city, ncr, 1119","712c, peace valley tandang sora, matandang balara, quezon city, ncr, 1119, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,4:00PM,#N/A,#N/A
646,Tandang Sora,6,"aba learning & development therapy center, inc.","127 , jayvee commercial building, lot b, tandang sora avenue, pasong tamo, quezon city, ncr, 1107","127 , jayvee commercial building, lot b, tandang sora avenue, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,#N/A,#N/A
647,Tandang Sora,6,Melchora Aquino,"Loboc St. Napocor Village, Brgy. Tandang Sora","Loboc Street Napocor Village, Barangay Tandang Sora, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.68631246,121.0474689
648,Tandang Sora,6,childs kingdom of learning in q.c. inc.,"roque comp, 38 npc village , tandang sora, quezon city, ncr, 1116","roque comp, 38 npc village , tandang sora, quezon city, ncr, 1116, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,#N/A,#N/A
649,Tandang Sora,6,"dr. carlos s. lanting college, incorporated","16, tandang sora ave., sangandaan, quezon city, ncr, 1116","16, tandang sora Avenue, sangandaan, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00AM,9:00PM,#N/A,#N/A
650,Tandang Sora,6,catholic filipino academy (cfa) inc.,"81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116","81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00AM,5:00PM,14.68860898,121.047244
651,Tandang Sora,6,dr. carlos s. lanting college inc.,"21, tandang sora ave, talipapa, quezon city, ncr, 1116","21, tandang sora ave, talipapa, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,8:00PM,#N/A,#N/A
652,Tandang Sora,6,Tandang Sora Shrine,228 Banlat Road,"228 Banlat Road, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68283037,121.0401229
653,Tandang Sora,6,"aba learning & development therapy center, inc.","127 , jayvee commercial building, lot b, tandang sora avenue, pasong tamo, quezon city, ncr, 1107","127 , jayvee commercial building, lot b, tandang sora avenue, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,#N/A,#N/A
654,Tandang Sora,6,st. mark integrated school inc.,"#3, gloria ii subd., tandang sora, quezon city, ncr, 1116","#3, gloria ii Subdivision, tandang sora, quezon city, ncr, 1116, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.67661389,121.042736
655,Tandang Sora,6,brightkids speech and occupational rehabilitation center,"483-b, tandang sora avenue, tandang sora, quezon city, ncr, 1116","483-b, tandang sora avenue, tandang sora, quezon city, ncr, 1116, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.67649233,121.03802
