name_original,address,address_clean,barangay,district,major_division,sub_division,category,source_reference,open_hours,close_hours,longitude,latitude,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
Apolonio Samson,"Kaingin Rd., Bgy. Hall Apolonio Samson","Kaingin Road, Barangay Hall Apolonio Samson, Quezon City, Philippines",Apolonio Samson,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0116936,14.6553282,,,,,Administrative data
Apolonio Samson Annex,Bgy. Apolonio Samson,"Barangay Apolonio Samson, Quezon City, Philippines",Apolonio Samson,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0116936,14.6553282,,,,,Administrative data
Area 3 Sitio Talanay,"Lot 16 Block 26 Ground Floor, Precious Complex, Area 3 Sitio Talanay, Brgy. Batasan Hills","Lot 16 Block 26 Ground Floor, Precious Complex, Area 3 Sitio Talanay, Barangay Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.099086,14.683621,,,,,Administrative data
Area 5,"Lot 1 Block 18, Baesang Pass St., Area 5, Sitio Veterans, Brgy. Bagong Silangan","Lot 1 Block 18, Baesang Pass Street, Area 5, Sitio Veterans, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.109457,14.7043112,,,,,Administrative data
Area I Luzon,"Mafran Area I, Brgy. Matandang Balara","Mafran Area I, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0743781,14.6717796,,,,,Administrative data
Area VA,"Area 5 Luzon near INC Church, Brgy. Matandang Balara","Area 5 Luzon near INC Church, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0700149,14.6714426,,,,,Administrative data
Area VB,"2nd floor, Old Balara, Area 5 Luzon, Brgy. Matandang Balara","2nd floor, Old Balara, Area 5 Luzon, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0764152,14.6727334,,,,,Administrative data
Asamba,Asamba Compound Sitio Compound,"Asamba Compound Sitio Compound, Quezon City, Philippines",Baesa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0164817,14.665528,,,,,Administrative data
Asprer,"Area 6, Bgy. Bagong Silangan, Brgy. Bagong Silangan","Area 6, Barangay Bagong Silangan, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.109457,14.7043112,,,,,Administrative data
Avon,"13-A Avon St., North Fairview Subd., Brgy. North Fairview","13-A Avon Street, North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",North Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0650054,14.7085248,,,,,Administrative data
Azucena,"Azucena St., Brgy. Payatas","Azucena Street, Barangay Payatas, Quezon City, Philippines",Payatas,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0965389,14.6975114,,,,,Administrative data
Bagong Pag-asa,Road 9 cor. Road 11,"Road 9 corner Road 11, Quezon City, Philippines",Bagong Pag-asa,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0330565,14.6623978,,,,,Administrative data
Bagong Silangan,"Lot 1, Block 18, Bonifacio St., corner Geronimo St. (beside Brgy. Hall), Brgy. Bagong Silangan","Lot 1, Block 18, Bonifacio Street, corner Geronimo Street (beside Barangay Hall), Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1089077,14.6987841,,,,,Administrative data
Bagumbayan,"75 San Roque St., Brgy. Bagumbayan","75 San Roque Street, Barangay Bagumbayan, Quezon City, Philippines",Bagumbayan,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0816346,14.6095625,,,,,Administrative data
Bagumbuhay,"Plaza Malvar, Malvar St., Brgy. Bagumbuhay","Plaza Malvar, Malvar Street, Barangay Bagumbuhay, Quezon City, Philippines",Bagumbuhay,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0643433,14.6255458,,,,,Administrative data
Bahay Bulilit,4 Misamis Ext. RSCC Compound,"4 Misamis Extension RSCC Compound, Quezon City, Philippines",Sto. Cristo,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0282229,14.6600273,,,,,Administrative data
Bahay Bulilit,"Bgy.Hall Compound, Villa Beatriz, Brgy. Matandang Balara","BarangayHall Compound, Villa Beatriz, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0745689,14.6715561,,,,,Administrative data
Bahay Pangarap,"48 Bulacan St., near brgy. hall, Brgy. Payatas","48 Bulacan Street, near Barangay hall, Barangay Payatas, Quezon City, Philippines",Payatas,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1014905,14.7162214,,,,,Administrative data
Bakas,"052A Bakas Compound, Brgy. Bagong Silangan","052A Bakas Compound, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1091566,14.69341,,,,,Administrative data
Balagtas,25 Balagtas St. cor. M. Aquino St. Brgy. Sta. Lucia,"25 Balagtas Street corner M. Aquino Street Barangay Sta. Lucia, Quezon City, Philippines",Sta. Lucia,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0496824,14.7063085,,,,,Administrative data
Balon Bato,11 E Maximina Drive beside Brgy. Hall,"11 E Maximina Drive beside Barangay Hall, Quezon City, Philippines",Balong-bato,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Baluyot,5 Baluyot I,"5 Baluyot I, Quezon City, Philippines",Sauyo,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Banaba,"Banaba St., Brgy. Payatas","Banaba Street, Barangay Payatas, Quezon City, Philippines",Payatas,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1108895,14.7183298,,,,,Administrative data
Barangay Complex,"Don Faustino St., (inside Barangay Hall compound) Brgy. Holy Spirit","Don Faustino Street, (inside Barangay Hall compound) Barangay Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0772425,14.6823067,,,,,Administrative data
Bayanihan,"321 Pedro Martinez St. Project 4, Brgy. Bayanihan","321 Pedro Martinez Street Project 4, Barangay Bayanihan, Quezon City, Philippines",Bayanihan,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0692099,14.6147687,,,,,Administrative data
"bebu child care solutions, inc.","3, mt. morrison street, filinvest 1, batasan hills, quezon city, ncr, 1126","3, mt. morrison street, filinvest 1, batasan hills, quezon city, ncr, 1126, Philippines",Batasan Hills,2.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:30 AM,5:30 PM,121.092212,14.6801958,,,,,Administrative data
Bistekville 2,"1st Flr Bistekville II Multi-Purpose Hall Building, Brgy. Kaligayahan","1st Flr Bistekville II Multi-Purpose Hall Building, Barangay Kaligayahan, Quezon City, Philippines",Kaligayahan,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0432038,14.7324741,,,,,Administrative data
blh play center,"41, mt. mickinley st., filinvest 1 subd., batasan hills, quezon city, ncr, 1126","41, mt. mickinley Street, filinvest 1 Subdivision, batasan hills, quezon city, ncr, 1126, Philippines",Batasan Hills,2.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00 AM,11:00 AM,121.0889785,14.6805001,,,,,Administrative data
Bonifacio,"2/F BPSO Building, Brgy. Hall Compound, A. Bonifacio St. Brgy. Sta. Lucia Ave.","2/F BPSO Building, Barangay Hall Compound, A. Bonifacio Street Barangay Sta. Lucia Avenue, Quezon City, Philippines",Sta. Lucia,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0532934,14.7065534,,,,,Administrative data
Botanical,128 Orchid St. Brgy. Central,"128 Orchid Street Barangay Central, Quezon City, Philippines",Central,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0511412,14.6426348,,,,,Administrative data
Botocan,"Brgy. Botocan Brgy. Hall, Makadios St.","Barangay Botocan Barangay Hall, Makadios Street, Quezon City, Philippines",Botocan,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.062907,14.6368521,,,,,Administrative data
"bridges foundation, inc.","22, sct. limbaga, laging handa, quezon city, davao oriental, 1103","22, sct. limbaga, laging handa, quezon city, davao oriental, 1103, Philippines",Laging Handa,4.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,4:00 PM,121.0320766,14.6329366,,,,,Administrative data
Bukal ng Pag-asa,21 Florencia West SFDM Multipurpose Hall,"21 Florencia West SFDM Multipurpose Hall, Quezon City, Philippines",Del Monte,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0137002,14.6418322,,,,,Administrative data
Bungad I,Sanches St. cor. Supnet St.,"Sanches Street corner Supnet Street, Quezon City, Philippines",Bungad,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0244945,14.6508248,,,,,Administrative data
Bungad II,Sanches.St.corner Supnet St.,"Sanches.Streetcorner Supnet Street, Quezon City, Philippines",Bungad,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0245975,14.6508985,,,,,Administrative data
Calderon,"251 Calderon St., Brgy. Matandang Balara","251 Calderon Street, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0769241,14.6684892,,,,,Administrative data
cambridge children's learning & development inc.,"l9 b176, commonwealth ave., north fairview, quezon city, ncr, 1121","l9 b176, commonwealth Avenue, north fairview, quezon city, ncr, 1121, Philippines",Commonwealth,2.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:19 AM,,,,,,,Administrative data
Camp Aguinaldo,"General Lim St., Brgy. Camp Aguinaldo","General Lim Street, Barangay Camp Aguinaldo, Quezon City, Philippines",Camp Aguinaldo,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0615013,14.6020744,,,,,Administrative data
Campo 2,"Campo 2, Tandang Sora","Campo 2, Tandang Sora, Quezon City, Philippines",Talipapa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0236257,14.6805643,,,,,Administrative data
CANO,Blk 5 Lot 1 Sto. Niño Village,"Blk 5 Lot 1 Sto. Niño Village, Quezon City, Philippines",Talipapa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Carmel V,"37 Taurus St., Carmel V","37 Taurus Street, Carmel V, Quezon City, Philippines",Tandang Sora,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0369596,14.6863055,,,,,Administrative data
cascades hiraya school inc.,"#74 unit 6-8 ground floor, creekside square building, tomas morato ave., kristong hari, quezon city, ncr, 1112","74 unit 6-8 ground floor, creekside square building, tomas morato Avenue, kristong hari, quezon city, ncr, 1112, Philippines",Kristong Hari,4.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 AM,121.0335014,14.625775,,,,,Administrative data
Cenacle Drive,"5A Cenacle Drive, Sitio Mabilog","5A Cenacle Drive, Sitio Mabilog, Quezon City, Philippines",Culiat,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0480931,14.6658433,,,,,Administrative data
Centerville,Philand back of basketball court,"Philand back of basketball court, Quezon City, Philippines",Pasong Tamo,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0494955,14.675465,,,,,Administrative data
Chamberette Doña Imelda,Chamberette Building Guirayan St. Brgy. Doña Imelda,"Chamberette Building Guirayan Street Barangay Doña Imelda, Quezon City, Philippines",Doña Imelda,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0178547,14.611534,,,,,Administrative data
Champaca,"Barangay Hall Building, Sampaguita St., Area 5","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",Capri,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
childs kingdom of learning in q.c. inc.,"roque comp, 38 npc village , tandang sora, quezon city, ncr, 1116","roque comp, 38 npc village , tandang sora, quezon city, ncr, 1116, Philippines",Tandang Sora,6.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,121.0469817,14.69034,,,,,Administrative data
Claro,"20 Almon St., Brgy. Claro","20 Almon Street, Barangay Claro, Quezon City, Philippines",Claro (Quirino 3-B),3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.065153,14.632474,,,,,Administrative data
Covenant,"David St., Covenant Village, Brgy. Bagong Silangan","David Street, Covenant Village, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1095014,14.7022275,,,,,Administrative data
creative circle child development house inc.,"blk. 27 lot 17, salawikain st., greater lagro, quezon city, ncr","blk. 27 lot 17, salawikain Street, greater lagro, quezon city, ncr, Philippines",Greater Lagro,5.0,Childcare,Private,Day care center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,121.0676357,14.722345,,,,,Administrative data
cubbie play and learning center,"unit 201, redgold building, 1840 e.rodriguez sr. ave., immaculate concepcion, quezon city, ncr, 1111","unit 201, redgold building, 1840 e.rodriguez sr. Avenue, immaculate concepcion, quezon city, ncr, 1111, Philippines",Immaculate Concepcion,4.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,121.0455672,14.6227351,,,,,Administrative data
Daan Tubo,"Area II, across Dela Estrada Church, Brgy. Loyola Heights","Area II, across Dela Estrada Church, Barangay Loyola Heights, Quezon City, Philippines",Loyola Heights,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Damayan,30 San Vicente St.,"30 San Vicente Street, Quezon City, Philippines",Damayan,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0150506,14.6395624,,,,,Administrative data
Damayang Lagi,Block 4 (Chapel) E. Rodriguez Sr. Ave. Brgy. Damayang Lagi,"Block 4 (Chapel) E. Rodriguez Sr. Avenue Barangay Damayang Lagi, Quezon City, Philippines",Damayang Lagi,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
De Gloria,"De Gloria Taniman Ext. Talanay Area, Brgy. Batasan Hills","De Gloria Taniman Extension Talanay Area, Barangay Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0969607,14.6817503,,,,,Administrative data
de paul payatas day care center inc.,"phase 1 purok 3, lupang pangako, payatas, quezon city, ncr, 1119","phase 1 purok 3, lupang pangako, payatas, quezon city, ncr, 1119, Philippines",Payatas,2.0,Childcare,Private,Day care center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,121.110013,14.718739,,,,,Administrative data
Del Monte,21 Florencia West SFDM Multipurpose Hall,"21 Florencia West SFDM Multipurpose Hall, Quezon City, Philippines",Del Monte,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0137002,14.6418322,,,,,Administrative data
Del Nacia,Dal Nacia 3 Subd.,"Dal Nacia 3 Subdivision, Quezon City, Philippines",Talipapa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
diliman educational corporation,"1, don raymundo st., san agustin village, talipapa, quezon city, ncr, 1116","1, don raymundo Street, san agustin village, talipapa, quezon city, ncr, 1116, Philippines",San Agustin,5.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,,,,,,,Administrative data
diliman educational corporation,"l43 b4, commonwealth ave, matandang balara, quezon city, ncr, 1119","l43 b4, commonwealth ave, matandang balara, quezon city, ncr, 1119, Philippines",Commonwealth,2.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,,,,,,,Administrative data
Dioquino Zobel,"18 Lizardo St. 20th Ave., Brgy. Dioquino Zobel","18 Lizardo Street 20th Avenue, Barangay Dioquino Zobel, Quezon City, Philippines",Dioquino Zobel,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0646244,14.6195408,,,,,Administrative data
discoveryplayschool day care center,"unit f, doc pau bldg.,, blk 27, lot 26, 73 pontiac st. , fairview, quezon city, ncr, 1118","unit f, doc pau Building, blk 27, lot 26, 73 pontiac Street , fairview, quezon city, ncr, 1118, Philippines",Fairview,5.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:30 AM,7:00 PM,121.0688029,14.7045034,,,,,Administrative data
Don Crispulo,"Bering St. cor Don Crispulo Street, Area V, Brgy. Gulod","Bering Street corner Don Crispulo Street, Area V, Barangay Gulod, Quezon City, Philippines",Gulod,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0450731,14.7114043,,,,,Administrative data
Don Fabian,"Don Fabian, Brgy. Commonwealth","Don Fabian, Barangay Commonwealth, Quezon City, Philippines",Commonwealth,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0822901,14.7012751,,,,,Administrative data
Don Manuel,L. Castillo corner Matimyas St. Brgy. Don Manuel,"L. Castillo corner Matimyas Street Barangay Don Manuel, Quezon City, Philippines",Don Manuel,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0044846,14.6157602,,,,,Administrative data
Doña Aurora,E. Jacinto St. Brgy. Doña Aurora,"E. Jacinto Street Barangay Doña Aurora, Quezon City, Philippines",Doña Aurora,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.010542,14.615035,,,,,Administrative data
Doña Josefa,Brgy. Doña Josefa Brgy. Hall Agno cor. Kitanlad St.,"Barangay Doña Josefa Barangay Hall Agno corner Kitanlad Street, Quezon City, Philippines",Doña Josefa,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.005126,14.6190141,,,,,Administrative data
Doña Rosario,"Ground Floor Multi-purpose Bldg., P. Tupaz St., Doña Rosario, Brgy. Novaliches Proper","Ground Floor Multi-purpose Building, P. Tupaz Street, Doña Rosario, Barangay Novaliches Proper, Quezon City, Philippines",Novaliches Proper,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0368336,14.7160726,,,,,Administrative data
Dupax I,"Road 44 Dupax St., Bgy. Satellite, Brgy. Matandang Balara","Road 44 Dupax Street, Barangay Satellite, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0829482,14.6748634,,,,,Administrative data
Duyan-duyan,"Kamagong St., cor. Kalanatas St., Brgy. Duyan-duyan","Kamagong Street, corner Kalanatas Street, Barangay Duyan-duyan, Quezon City, Philippines",Duyan-duyan,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0671672,14.6302485,,,,,Administrative data
E. Castillo,"E. Castillo St., Brgy. Commonwealth","E. Castillo Street, Barangay Commonwealth, Quezon City, Philippines",Commonwealth,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0845298,14.7002232,,,,,Administrative data
E. Rodriguez Sr.,"181 Ermin Garcia St., Cubao, Brgy. E. Rodriguez Sr.","181 Ermin Garcia Street, Cubao, Barangay E. Rodriguez Sr., Quezon City, Philippines",E. Rodriguez,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0548217,14.6284998,,,,,Administrative data
East Anak Bayan,75 Anakbayan Dulo St.,"75 Anakbayan Dulo Street, Quezon City, Philippines",Paltok,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0249887,14.6452258,,,,,Administrative data
East Kamias,"65 K 10th St., Brgy. East Kamias","65 K 10th Street, Barangay East Kamias, Quezon City, Philippines",East Kamias,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0541119,14.6307717,,,,,Administrative data
Empire,"Empire St., Brgy. Payatas","Empire Street, Barangay Payatas, Quezon City, Philippines",Payatas,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1108895,14.7183298,,,,,Administrative data
Escopa 2,"Mapagmahal St., Barangay Hall, Brgy. Escopa 2","Mapagmahal Street, Barangay Hall, Barangay Escopa 2, Quezon City, Philippines",Escopa 2,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Escopa 3A,"P. Burgos PUD Site Bliss, Brgy. Hall Compound, Project 4, Brgy. Escopa 3","P. Burgos PUD Site Bliss, Barangay Hall Compound, Project 4, Barangay Escopa 3, Quezon City, Philippines",Escopa 3,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0723165,14.6277065,,,,,Administrative data
Escopa 3B,"P. Burgos PUD Site Bliss, Brgy. Hall Compound, Project 4, Brgy. Escopa 3","P. Burgos PUD Site Bliss, Barangay Hall Compound, Project 4, Barangay Escopa 3, Quezon City, Philippines",Escopa 4,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Escopa 4,"Senior Citizen Bldg. Escopa 4 Ibaba, Brgy. Escopa 4","Senior Citizen Building Escopa 4 Ibaba, Barangay Escopa 4, Quezon City, Philippines",Escopa 4,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0745345,14.6255573,,,,,Administrative data
F. Carlos,F. Carlos St. (near Basketball Court),"F. Carlos Street (near Basketball Court), Quezon City, Philippines",Baesa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0126463,14.6627226,,,,,Administrative data
F. Manalo,F. Manalo St. Brgy. Immaculate Concepcion,"F. Manalo Street Barangay Immaculate Concepcion, Quezon City, Philippines",Immaculate Concepcion,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0484356,14.6221737,,,,,Administrative data
Fairview,"Ground floor Vargas Hall, Barangay Hall Complex, Dahlia St., Brgy. Fairview","Ground floor Vargas Hall, Barangay Hall Complex, Dahlia Street, Barangay Fairview, Quezon City, Philippines",Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Feria I,"Ground Flr., Feria CDC, Dao St., Feria Road, Brgy. Matandang Balara","Ground Floor, Feria CDC, Dao Street, Feria Road, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0797055,14.671147,,,,,Administrative data
Feria II,"2nd Flr., Feria CDC, Dao St., Feria Rd., Brgy. Matandang Balara","2nd Floor, Feria CDC, Dao Street, Feria Road, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0801898,14.6716015,,,,,Administrative data
Filside,"Lot Block 6, Filside Homes, Brgy. Bagong Silangan","Lot Block 6, Filside Homes, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1118483,14.7015934,,,,,Administrative data
Florentina,"Interior Florentina St. Castro Compound, Brgy. Gulod","Interior Florentina Street Castro Compound, Barangay Gulod, Quezon City, Philippines",Gulod,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.043852,14.7101138,,,,,Administrative data
Forestry,BFD Compound Brgy. Central,"BFD Compound Barangay Central, Quezon City, Philippines",Central,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0500907,14.6426361,,,,,Administrative data
Freedom Park 3 & 4,"Fortune St., Brgy. Batasan Hills","Fortune Street, Barangay Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0927117,14.6925963,,,,,Administrative data
Freedom Park 5,"Jordan St., Freedom Park 5, Brgy. Batasan Hills","Jordan Street, Freedom Park 5, Barangay Batasan Hills, Quezon City, Philippines",Batasan Hills,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0913594,14.6931453,,,,,Administrative data
"fremont learning academy, inc.","20, matino, pinyahan, quezon city, ncr, 1100","20, matino, pinyahan, quezon city, ncr, 1100, Philippines",Pinyahan,4.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:00 AM,6:00 PM,,,,,,,Administrative data
Gloria V,"Candido St. cor. Sampaguita, Gloria V Subd.","Candido Street corner Sampaguita, Gloria V Subdivision, Quezon City, Philippines",Talipapa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0297505,14.684939,,,,,Administrative data
Gold,"Gold St., near Commonwealth Highschool, Brgy. Commonwealth","Gold Street, near Commonwealth Highschool, Barangay Commonwealth, Quezon City, Philippines",Commonwealth,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0816268,14.6974194,,,,,Administrative data
